word_id	word	parent_id	tag	dependency	lemmatize	sentence_id	doc_id
18	жестких	22	ADJ	amod	жесткий	3	20
19	и	18	CONJ	cc	и	3	20
20	амбициозных	18	ADJ	conj	амбициозный	3	20
21	великих	22	ADJ	amod	великий	3	20
22	держав,	16	NOUN	nmod	держава	3	20
23	которые	24	DET	nsubj	который	3	20
24	полны	16	ADJ	acl:relcl	полный	3	20
25	решимости	24	NOUN	dobj	решимость	3	20
26	хотя	29	SCONJ	mark	хотя	3	20
27	бы	28	PART	discourse	бы	3	20
28	частично	29	ADV	advmod	частично	3	20
29	сместить	25	VERB	acl	смещать	3	20
30	баланс	29	NOUN	dobj	баланс	3	20
31	сил	30	VERB	nmod	сила	3	20
32	в	34	ADP	case	в	3	20
33	свою	34	PRON	det	свой	3	20
34	сторону	30	NOUN	nmod	сторона	3	20
35	и	29	CONJ	cc	и	3	20
36	прочь	29	VERB	conj	прочь	3	20
37	от	38	ADP	case	от	3	20
38	Америки.	36	PROPN	nmod	америка	3	20
1	В	3	ADP	case	в	4	20
2	данный	3	ADJ	amod	данный	4	20
3	список	4	NOUN	nmod	список	4	20
4	входят	0	VERB	ROOT	входить	4	20
5	не	7	PART	conj:preconj	не	4	20
6	только	5	ADV	mwe	только	4	20
7	Китай	4	PROPN	nsubj	китай	4	20
8	и	7	CONJ	cc	и	4	20
9	Россия,	7	PROPN	conj	россия	4	20
10	но	7	CONJ	cc	но	4	20
11	и	10	CONJ	mwe	и	4	20
12	такие	13	ADJ	amod	такой	4	20
13	страны,	7	NOUN	conj	страна	4	20
14	как	15	ADP	case	как	4	20
15	Бразилия,	13	PROPN	nmod	бразилия	4	20
16	Турция,	15	PROPN	appos	турция	4	20
17	Индонезия	16	PROPN	name	индонезия	4	20
18	и	16	CONJ	cc	и	4	20
19	Индия,	16	PROPN	conj	индия	4	20
20	которые	22	DET	nsubj	который	4	20
21	являются	22	VERB	cop	являться	4	20
22	демократиями	7	NOUN	acl	демократия	4	20
23	на	24	ADP	case	на	4	20
24	этапе	22	NOUN	nmod	этап	4	20
25	становления	24	NOUN	nmod	становление	4	20
26	и	22	CONJ	cc	и	4	20
27	вполне	28	ADV	advmod	вполне	4	20
28	ответственными	31	ADJ	amod	ответственный	4	20
29	и	28	CONJ	cc	и	4	20
30	заинтересованными	28	VERB	conj	заинтересованный	4	20
31	сторонами	22	NOUN	conj	сторона	4	20
32	в	34	ADP	case	в	4	20
33	нынешней	34	ADJ	amod	нынешний	4	20
34	системе,	31	NOUN	nmod	система	4	20
35	однако	22	CONJ	cc	однако	4	20
36	требуют	22	VERB	conj	требовать	4	20
37	для	38	ADP	case	для	4	20
38	себя	36	PRON	nmod	себя	4	20
39	больше	40	ADV	advmod	больше	4	20
40	прав	36	NOUN	dobj	правый	4	20
41	и	40	CONJ	cc	и	4	20
42	полномочий.	40	DET	conj	полномочие	4	20
1	Это	2	DET	det	это	5	20
2	вызов,	0	PUNCT	ROOT	вызов	5	20
3	который	5	DET	nsubj	который	5	20
4	кажется	5	VERB	cop	кажется	5	20
5	естественным	2	ADJ	punct	естественный	5	20
6	реалисту,	5	NOUN	nmod	реалист	5	20
7	наблюдающему	5	VERB	acl	наблюдать	5	20
8	за	9	ADP	case	за	5	20
9	все	7	DET	nmod	все	5	20
10	более	11	ADV	advmod	более	5	20
11	многополярным	12	ADJ	amod	многополярный	5	20
12	мировым	9	ADJ	iobj	мировой	5	20
13	порядком,	15	SCONJ	mark	порядком	5	20
14	где	15	SCONJ	mark	где	5	20
15	усиливается	12	VERB	acl:relcl	усиливаться	5	20
16	конкуренция.	15	ADJ	nsubj	конкуренция	5	20
1	Но	2	CONJ	cc:preconj	но	6	20
2	важно	0	VERB	ROOT	важно	6	20
3	понять,	2	VERB	xcomp	понимать	6	20
4	насколько	3	ADV	advmod	насколько	6	20
5	новым	9	ADJ	amod	новый	6	20
6	и	5	CONJ	cc	и	6	20
7	непривычным	5	ADJ	conj	непривычный	6	20
8	такой	9	ADJ	amod	такой	6	20
9	вызов	3	NOUN	dobj	вызов	6	20
10	станет	9	VERB	nmod	становиться	6	20
11	для	19	ADP	case	для	6	20
12	Соединенных	19	VERB	amod	соединять	6	20
13	Штатов,	19	NUM	nummod	штат	6	20
14	ибо	19	CONJ	cc:preconj	ибо	6	20
15	в	16	ADP	case	в	6	20
16	мире	19	NOUN	nmod	мир	6	20
17	просто	19	ADV	advmod	просто	6	20
18	не	19	PART	neg	не	6	20
19	существует	10	VERB	nmod	существовать	6	20
20	современной	21	ADJ	amod	современный	6	20
21	аналогии	19	NOUN	nmod	аналогия	6	20
22	улаживанию	21	NOUN	appos	улаживание	6	20
23	таких	25	ADJ	amod	такой	6	20
24	калейдоскопических	25	ADJ	amod	калейдоскопический	6	20
25	отношений	22	NOUN	nmod	отношение	6	20
26	между	27	ADP	case	между	6	20
27	множеством	25	NOUN	nmod	множество	6	20
28	амбициозных	30	ADJ	amod	амбициозный	6	20
29	великих	30	ADJ	amod	великий	6	20
30	держав.	27	NOUN	nmod	держава	6	20
1	Этот	2	DET	det	этот	7	20
2	вызов	3	NOUN	nsubj	вызов	7	20
3	порождает	0	VERB	ROOT	порождать	7	20
4	две	8	NUM	nummod	два	7	20
5	доминирующие	8	ADJ	amod	доминировать	7	20
6	и	5	CONJ	cc	и	7	20
7	противоположные	5	ADJ	conj	противоположный	7	20
8	опасности.	3	NOUN	dobj	опасность	7	20
1	Первая	2	ADJ	amod	первый	8	20
2	опасность	0	NOUN	ROOT	опасность	8	20
3	—	9	PUNCT	punct	"—
"	8	20
4	что	9	SCONJ	mark	что	8	20
5	Соединенные	6	ADJ	amod	соединять	8	20
6	Штаты	9	NOUN	nsubj	штат	8	20
7	недостаточно	8	ADV	advmod	недостаточно	8	20
8	серьезно	9	ADV	advmod	серьезно	8	20
9	отнесутся	2	VERB	ccomp	относиться	8	20
10	к	9	ADP	dobj	к	8	20
11	возникающему	12	ADV	advmod	возникать	8	20
12	соперничеству,	10	VERB	acl	соперничество	8	20
13	особенно	12	ADV	advmod	особенно	8	20
14	с	15	ADP	case	с	8	20
15	Китаем	12	PROPN	nmod	китай	8	20
16	и	15	CONJ	cc	и	8	20
17	Россией,	15	PROPN	conj	россия	8	20
18	и	12	CONJ	cc	и	8	20
19	не	20	PART	neg	не	8	20
20	сумеют	12	VERB	conj	суметь	8	20
21	уравновесить	20	VERB	xcomp	уравновешивать	8	20
22	региональные	23	ADJ	amod	региональный	8	20
23	амбиции	21	NOUN	dobj	амбиция	8	20
24	этих	26	DET	det	этот	8	20
25	двух	26	NUM	nummod	два	8	20
26	государств.	23	NOUN	nmod	государство	8	20
1	Вторая	2	ADJ	amod	второй	9	20
2	опасность	3	NOUN	nsubj	опасность	9	20
3	—	0	PUNCT	ROOT	"—
"	9	20
4	что	3	PRON	nmod	что	9	20
5	Вашингтон,	6	PROPN	nsubj	вашингтон	9	20
6	привыкший	4	VERB	acl	привыкать	9	20
7	руководить	6	VERB	xcomp	руководить	9	20
8	им	7	PRON	iobj	они	9	20
9	самим	8	ADJ	amod	сам	9	20
10	созданным	11	ADJ	amod	создавать	9	20
11	миропорядком,	12	NOUN	advmod	миропорядок	9	20
12	преувеличит	7	VERB	ccomp	преувеличивать	9	20
13	угрозу	12	NOUN	dobj	угроза	9	20
14	со	15	ADP	case	со	9	20
15	стороны	13	NOUN	nmod	сторона	9	20
16	Китая	15	PROPN	nmod	китай	9	20
17	и	12	CONJ	cc	и	9	20
18	России,	19	PROPN	nsubj	россия	9	20
19	проявляя	12	VERB	conj	проявлять	9	20
20	все	22	DET	det	все	9	20
21	большее	22	ADJ	amod	больший	9	20
22	недовольство	19	NOUN	dobj	недовольство	9	20
23	и	19	CONJ	cc	и	9	20
24	раздражение	25	NOUN	nsubj	раздражение	9	20
25	нежеланием	19	NOUN	conj	нежелание	9	20
26	других	28	ADJ	amod	другой	9	20
27	ведущих	28	ADJ	amod	ведущий	9	20
28	держав	25	VERB	nmod	держава	9	20
29	послушно	30	ADV	advmod	послушно	9	20
30	выполнять	28	VERB	xcomp	выполнять	9	20
31	все	32	DET	det	все	9	20
32	требования	30	NOUN	dobj	требование	9	20
33	и	30	CONJ	cc	и	9	20
34	указания	30	NOUN	conj	указание	9	20
35	США.	34	PROPN	nmod	сша	9	20
1	Недавний	2	ADJ	amod	недавний	10	20
2	очерк	6	NOUN	nsubj	очерк	10	20
3	Томаса	2	PROPN	nmod	томас	10	20
4	Грэма	3	PROPN	name	грэм	10	20
5	(Thomas	3	PROPN	name	Thomas	10	20
6	Graham)	0	ADJ	ROOT	Graham	10	20
7	об	8	ADP	case	об	10	20
8	урегулировании	6	NOUN	nmod	урегулирование	10	20
9	отношений	8	NOUN	nmod	отношение	10	20
10	с	11	ADP	case	с	10	20
11	Россией,	9	PROPN	nmod	россия	10	20
12	появившийся	11	VERB	acl	появляться	10	20
13	на	14	ADP	case	на	10	20
14	страницах	20	NOUN	nmod	страница	10	20
15	The	17	DET	det	The	10	20
16	National	17	ADJ	amod	National	10	20
17	Interest,	20	NOUN	nsubj	Interest	10	20
18	стал	20	VERB	cop	становиться	10	20
19	желанным	20	ADJ	amod	желанный	10	20
20	антидотом	12	NOUN	iobj	антидот	10	20
21	от	23	ADP	case	от	10	20
22	таких	23	ADJ	amod	такой	10	20
23	крайностей.	20	NOUN	nmod	крайность	10	20
1	Автор	3	NOUN	nsubj	автор	11	20
2	детально	3	ADV	advmod	детально	11	20
3	рассказывает	0	VERB	ROOT	рассказывать	11	20
4	о	5	ADP	case	о	11	20
5	том,	3	DET	nmod	том	11	20
6	как	7	ADV	advmod	как	11	20
7	следует	3	VERB	nmod	следовать	11	20
8	двигаться	7	VERB	xcomp	двигаться	11	20
9	вперед,	8	ADV	advmod	вперед	11	20
10	и	8	CONJ	cc	и	11	20
11	предлагает	8	VERB	conj	предлагать	11	20
12	разумные	14	ADJ	amod	разумный	11	20
13	политические	14	ADJ	amod	политический	11	20
14	советы.	11	NOUN	dobj	совет	11	20
1	Среди	2	ADP	case	среди	12	20
2	прочего	4	NOUN	nmod	прочий	12	20
3	Грэм	2	PROPN	nmod	грэм	12	20
4	поднимает	0	VERB	ROOT	подымать	12	20
5	вопрос,	9	ADP	case	вопрос	12	20
6	заслуживающий	9	VERB	acl	заслуживать	12	20
7	более	8	ADV	advmod	более	12	20
8	обширной	9	ADJ	amod	обширный	12	20
9	дискуссии:	4	NOUN	nmod	дискуссия	12	20
10	насколько	11	ADV	advmod	насколько	12	20
11	важно	4	VERB	punct	важно	12	20
12	и	11	CONJ	cc	и	12	20
13	ценно	14	ADV	advmod	ценный	12	20
14	помещать	11	VERB	conj	помещать	12	20
15	американскую	16	ADJ	amod	американский	12	20
16	политику	14	NOUN	dobj	политика	12	20
17	по	18	ADP	case	по	12	20
18	отношению	16	NOUN	nmod	отношение	12	20
19	к	20	ADP	case	к	12	20
20	России	18	PROPN	nmod	россия	12	20
21	в	22	ADP	case	в	12	20
22	рамки	18	NOUN	nmod	рамка	12	20
23	основанного	26	VERB	acl	основывать	12	20
24	на	25	ADP	case	на	12	20
25	системе	23	NOUN	nmod	система	12	20
26	правил	22	NOUN	nmod	правило	12	20
27	международного	28	ADJ	amod	международный	12	20
28	порядка.	26	NOUN	nmod	порядок	12	20
1	Грэм	0	PROPN	ROOT	грэм	13	20
2	в	4	ADP	case	в	13	20
3	этом	4	DET	det	это	13	20
4	плане	6	NOUN	nmod	план	13	20
5	весьма	6	ADV	advmod	весьма	13	20
6	пессимистичен.	1	VERB	acl	пессимистичный	13	20
1	Он	2	PRON	nsubj	он	14	20
2	признает,	0	VERB	ROOT	признавать	14	20
3	что	11	SCONJ	mark	что	14	20
4	интеграция	11	NOUN	nsubj	интеграция	14	20
5	России	4	PROPN	nmod	россия	14	20
6	в	8	ADP	case	в	14	20
7	евроатлантическое	8	ADJ	amod	евроатлантический	14	20
8	сообщество	4	NOUN	nmod	сообщество	14	20
9	сегодня	10	ADV	advmod	сегодня	14	20
10	«вне	11	ADV	advmod	вне	14	20
11	досягаемости»,	2	VERB	xcomp	досягаемость	14	20
12	так	17	SCONJ	mark	так	14	20
13	как	12	ADV	mwe	как	14	20
14	Москва	17	PROPN	nsubj	москва	14	20
15	«все	17	ADV	advmod	все	14	20
16	активнее	17	ADV	advmod	активно	14	20
17	оспаривает	11	VERB	advcl	оспаривать	14	20
18	мировой	19	ADJ	amod	мировой	14	20
19	порядок,	17	NOUN	dobj	порядок	14	20
20	которым	21	DET	iobj	который	14	20
21	руководят	17	VERB	nmod	руководить	14	20
22	США».	21	PROPN	nsubj	сша	14	20
1	Безусловно,	2	ADJ	amod	безусловно	15	20
2	шансы	0	NOUN	ROOT	шанс	15	20
3	на	4	ADP	case	на	15	20
4	вступление	2	NOUN	nmod	вступление	15	20
5	России	4	PROPN	nmod	россия	15	20
6	в	8	ADP	case	в	15	20
7	евроатлантические	8	ADJ	amod	евроатлантический	15	20
8	институты	2	NOUN	nmod	институт	15	20
9	в	10	ADP	case	в	15	20
10	качестве	8	NOUN	nmod	качество	15	20
11	полноправного	12	ADJ	amod	полноправный	15	20
12	члена	10	NOUN	nmod	член	15	20
13	на	15	ADP	case	на	15	20
14	сегодня	15	ADV	advmod	сегодня	15	20
15	невелики.	2	ADJ	nmod	небольшой	15	20
1	Тем	6	DET	advmod	то	16	20
2	не	1	PART	mwe	не	16	20
3	менее,	1	ADV	mwe	менее	16	20
4	Соединенные	5	ADJ	amod	соединять	16	20
5	Штаты	6	NOUN	nsubj	штат	16	20
6	могут	0	VERB	ROOT	мочь	16	20
7	использовать	6	VERB	xcomp	использовать	16	20
8	структуры	7	NOUN	dobj	структура	16	20
9	послевоенного	10	ADJ	amod	послевоенный	16	20
10	порядка,	8	NOUN	nmod	порядок	16	20
11	чтобы	12	SCONJ	mark	чтобы	16	20
12	признать	7	VERB	advcl	признавать	16	20
13	российские	14	ADJ	amod	российский	16	20
14	озабоченности,	15	ADV	advmod	озабоченность	16	20
15	дать	12	VERB	xcomp	давать	16	20
16	Москве	15	PROPN	dobj	москва	16	20
17	право	16	NOUN	dobj	право	16	20
18	голоса	17	NOUN	nmod	голос	16	20
19	и	18	CONJ	cc	и	16	20
20	в	22	ADP	case	в	16	20
21	конечном	22	ADJ	amod	конечный	16	20
22	счете	26	NOUN	nmod	счет	16	20
23	повлиять	26	VERB	xcomp	повлиять	16	20
24	на	25	ADP	case	на	16	20
25	ее	23	PRON	nmod	она	16	20
26	поведение.	18	VERB	conj	поведение	16	20
1	Такой	2	ADJ	amod	такой	17	20
2	подход	0	NOUN	ROOT	подход	17	20
3	к	4	ADP	case	к	17	20
4	России	2	PROPN	nmod	россия	17	20
5	и	2	CONJ	cc	и	17	20
6	к	10	ADP	case	к	17	20
7	любой	10	ADJ	amod	любой	17	20
8	другой	10	ADJ	amod	другой	17	20
9	великой	10	ADJ	amod	великий	17	20
10	державе	15	NOUN	nmod	держава	17	20
11	в	12	ADP	case	в	17	20
12	итоге	15	NOUN	nmod	итог	17	20
13	будет	15	VERB	cop	быть	17	20
14	более	15	ADV	advmod	более	17	20
15	эффективен,	2	ADJ	conj	эффективный	17	20
16	если	20	SCONJ	mark	если	17	20
17	в	19	ADP	case	в	17	20
18	его	19	PRON	det	он	17	20
19	основу	20	NOUN	nmod	основа	17	20
20	положить	15	VERB	xcomp	полагать	17	20
21	правила,	22	ADJ	amod	правило	17	20
22	нормы	20	NOUN	dobj	норма	17	20
23	и	20	CONJ	cc	и	17	20
24	институты,	25	ADV	advmod	институт	17	20
25	ставшие	20	VERB	conj	становиться	17	20
26	определяющими	25	VERB	xcomp	определять	17	20
27	в	30	ADP	case	в	17	20
28	послевоенной	30	ADJ	amod	послевоенный	17	20
29	глобальной	30	ADJ	amod	глобальный	17	20
30	системе.	26	NOUN	nmod	система	17	20
1	Такой	2	ADJ	amod	такой	18	20
2	порядок	4	NOUN	nsubjpass	порядок	18	20
3	был	4	VERB	auxpass	быть	18	20
4	порожден	0	VERB	ROOT	порождать	18	20
5	идеалистической	6	ADJ	amod	идеалистический	18	20
6	надеждой	4	NOUN	iobj	надежда	18	20
7	времен	6	NOUN	nmod	время	18	20
8	Второй	10	ADJ	amod	второй	18	20
9	мировой	10	ADJ	amod	мировой	18	20
10	войны	7	NOUN	nmod	война	18	20
11	на	20	ADP	case	на	18	20
12	то,	20	DET	det	то	18	20
13	что	18	SCONJ	mark	что	18	20
14	миром	18	NOUN	iobj	мир	18	20
15	после	16	ADP	case	после	18	20
16	войны	14	NOUN	nmod	война	18	20
17	будут	18	VERB	aux	быть	18	20
18	управлять	20	VERB	xcomp	управлять	18	20
19	установленные	20	VERB	acl	установленный	18	20
20	правила.	4	NOUN	nmod	правило	18	20
1	В	2	ADP	case	в	19	20
2	нем	3	PRON	nmod	немой	19	20
3	было	0	VERB	ROOT	быть	19	20
4	множество	3	NOUN	nsubj	множество	19	20
5	элементов,	10	VERB	punct	элемент	19	20
6	которые	10	DET	nsubj	который	19	20
7	в	8	ADP	case	в	19	20
8	ряде	10	NOUN	nmod	ряд	19	20
9	случаев	8	NOUN	nmod	случай	19	20
10	действовали	4	VERB	acl:relcl	действовать	19	20
11	глобально	10	ADV	advmod	глобально	19	20
12	(например,	13	ADP	case	например	19	20
13	система	10	NOUN	nmod	система	19	20
14	Организации	13	NOUN	nmod	организация	19	20
15	Объединенных	16	ADJ	amod	объединять	19	20
16	Наций),	14	PUNCT	nmod	нация	19	20
17	а	10	CONJ	cc	а	19	20
18	в	19	ADP	case	в	19	20
19	других	21	ADJ	nmod	другой	19	20
20	были	21	VERB	cop	быть	19	20
21	доступны	10	ADJ	conj	доступный	19	20
22	любому,	23	ADJ	amod	любой	19	20
23	кто	24	PRON	nsubj	кто	19	20
24	соглашался	21	VERB	nmod	соглашаться	19	20
25	на	27	ADP	case	на	19	20
26	конкретный	27	ADJ	amod	конкретный	19	20
27	набор	24	NOUN	nmod	набор	19	20
28	правил	27	NOUN	nmod	правило	19	20
29	(скажем,	32	X	discourse	скажем	19	20
30	Всемирная	32	ADJ	amod	всемирный	19	20
31	торговая	32	ADJ	amod	торговый	19	20
32	организация).	28	NOUN	nmod	организация	19	20
1	А	3	CONJ	cc:preconj	а	20	20
2	еще	3	ADV	advmod	еще	20	20
3	были	0	VERB	ROOT	быть	20	20
4	случаи,	3	SYM	nsubj	случай	20	20
5	когда	8	SCONJ	mark	когда	20	20
6	эти	7	DET	det	этот	20	20
7	элементы	8	NOUN	nsubj	элемент	20	20
8	обеспечивали	4	VERB	advcl	обеспечивать	20	20
9	укрепление	8	NOUN	dobj	укрепление	20	20
10	порядка	9	NOUN	nmod	порядок	20	20
11	среди	12	ADP	case	среди	20	20
12	демократий,	10	NOUN	nmod	демократия	20	20
13	основанных	12	VERB	acl	основывать	20	20
14	на	16	ADP	case	на	20	20
15	общих	16	ADJ	amod	общий	20	20
16	ценностях	13	NOUN	nmod	ценность	20	20
17	(скажем,	16	NOUN	nmod	скажем	20	20
18	Европейский	19	ADJ	amod	европейский	20	20
19	Союз	17	NOUN	appos	союз	20	20
20	и	19	CONJ	cc	и	20	20
21	НАТО).	19	PROPN	conj	нато	20	20
1	Важнейшей	2	ADJ	amod	важный	21	20
2	идеей	0	NOUN	ROOT	идея	21	20
3	такого	4	ADJ	amod	такой	21	20
4	порядка	2	NOUN	nmod	порядок	21	20
5	было	2	VERB	cop	быть	21	20
6	усвоить	2	VERB	xcomp	усваивать	21	20
7	уроки	6	NOUN	dobj	урок	21	20
8	1930-х	9	ADJ	amod	1930	21	20
9	годов	7	NOUN	nmod	год	21	20
10	и	6	CONJ	cc	и	21	20
11	не	12	PART	neg	не	21	20
12	допустить	6	VERB	conj	допускать	21	20
13	экономический	14	ADJ	amod	экономический	21	20
14	хаос	12	NOUN	dobj	хаос	21	20
15	с	17	ADP	case	с	21	20
16	геополитической	17	ADJ	amod	геополитический	21	20
17	конфронтацией,	14	NOUN	nmod	конфронтация	21	20
18	которые	19	DET	nsubj	который	21	20
19	привели	12	VERB	advcl	приводить	21	20
20	к	21	ADP	case	к	21	20
21	войне,	22	NOUN	nmod	война	21	20
22	формируя	19	VERB	advcl	формировать	21	20
23	предпочтения	22	NOUN	dobj	предпочтение	21	20
24	и	23	CONJ	cc	и	21	20
25	поведение	23	NOUN	conj	поведение	21	20
26	государств.	22	ADJ	punct	государство	21	20
1	Такой	2	ADJ	amod	такой	22	20
2	порядок	4	NOUN	nsubj	порядок	22	20
3	стал	4	VERB	cop	становиться	22	20
4	архитектурой	0	NOUN	ROOT	архитектура	22	20
5	большой	6	ADJ	amod	большой	22	20
6	стратегии	4	NOUN	nmod	стратегия	22	20
7	США	6	PROPN	nmod	сша	22	20
8	и	4	CONJ	cc	и	22	20
9	сыграл	4	VERB	conj	сыграть	22	20
10	важную	11	ADJ	amod	важный	22	20
11	роль	9	NOUN	dobj	роль	22	20
12	в	13	ADP	case	в	22	20
13	достижении	9	NOUN	nmod	достижение	22	20
14	американских	15	ADJ	amod	американский	22	20
15	целей.	13	NOUN	nmod	цель	22	20
1	Сам	4	ADJ	amod	сам	23	20
2	по	3	ADP	case	по	23	20
3	себе	1	PRON	nmod	себя	23	20
4	он	6	PRON	nsubj	он	23	20
5	не	6	PART	neg	не	23	20
6	обеспечил	0	VERB	ROOT	обеспечивать	23	20
7	мир	6	NOUN	dobj	мир	23	20
8	и	7	CONJ	cc	и	23	20
9	процветание,	7	NOUN	conj	процветание	23	20
10	но	6	CONJ	cc	но	23	20
11	осуждать	18	VERB	xcomp	осуждать	23	20
12	его	11	PRON	dobj	он	23	20
13	по	15	ADP	case	по	23	20
14	этой	15	DET	det	этот	23	20
15	причине	11	NOUN	nmod	причина	23	20
16	было	18	VERB	cop	быть	23	20
17	бы	18	PART	discourse	бы	23	20
18	несправедливо	25	ADJ	parataxis	несправедливо	23	20
19	—	18	PUNCT	punct	"—
"	23	20
20	ведь	25	NOUN	nsubj	ведь	23	20
21	компоненты	20	NOUN	nmod	компонент	23	20
22	такого	23	ADJ	amod	такой	23	20
23	порядка	21	NOUN	nmod	порядок	23	20
24	изначально	25	ADV	advmod	изначально	23	20
25	должны	6	ADJ	conj	должный	23	20
26	были	25	VERB	aux	быть	23	20
27	сопровождаться	25	VERB	xcomp	сопровождаться	23	20
28	глобальной	30	ADJ	amod	глобальный	23	20
29	экономической	30	ADJ	amod	экономический	23	20
30	интеграцией	27	NOUN	iobj	интеграция	23	20
31	и	27	CONJ	cc	и	23	20
32	поддерживаться	27	VERB	conj	поддерживаться	23	20
33	американской	37	ADJ	amod	американский	23	20
34	военной	37	ADJ	amod	военный	23	20
35	и	34	CONJ	cc	и	23	20
36	дипломатической	34	ADJ	conj	дипломатический	23	20
37	мощью.	32	NOUN	iobj	мощь	23	20
1	С	3	ADP	case	с	24	20
2	такой	3	ADJ	amod	такой	24	20
3	точки	9	NOUN	nmod	точка	24	20
4	зрения	3	NOUN	nmod	зрение	24	20
5	элементы	4	NOUN	nmod	элемент	24	20
6	послевоенного	7	ADJ	amod	послевоенный	24	20
7	порядка	5	NOUN	nmod	порядок	24	20
8	легко	9	ADV	advmod	легко	24	20
9	встраиваются	0	VERB	ROOT	встраиваться	24	20
10	в	12	ADP	case	в	24	20
11	важную	12	ADJ	amod	важный	24	20
12	линию	9	NOUN	nmod	линия	24	20
13	реалистичного	14	ADJ	amod	реалистичный	24	20
14	мышления.	12	NOUN	nmod	мышление	24	20
1	Государства	2	NOUN	nsubj	государство	25	20
2	могут	0	VERB	ROOT	мочь	25	20
3	по-разному	2	ADJ	amod	по-разному	25	20
4	обеспечивать	3	VERB	xcomp	обеспечивать	25	20
5	свои	6	PRON	det	свой	25	20
6	интересы,	4	NOUN	dobj	интерес	25	20
7	в	9	ADP	case	в	25	20
8	том	9	DET	det	том	25	20
9	числе	4	NOUN	nmod	число	25	20
10	посредством	11	ADP	case	посредством	25	20
11	сотрудничества,	4	NOUN	nmod	сотрудничество	25	20
12	которое	14	DET	nsubj	который	25	20
13	иногда	14	ADV	advmod	иногда	25	20
14	принимает	11	VERB	acl:relcl	принимать	25	20
15	узаконенный	16	ADJ	amod	узаконивать	25	20
16	характер	14	NOUN	dobj	характер	25	20
17	в	18	ADP	case	в	25	20
18	рамках	16	NOUN	nmod	рамка	25	20
19	международных	20	ADJ	amod	международный	25	20
20	организаций	18	NOUN	nmod	организация	25	20
21	и	14	CONJ	cc	и	25	20
22	находит	14	VERB	conj	находить	25	20
23	свое	24	PRON	det	свое	25	20
24	отражение	22	NOUN	dobj	отражение	25	20
25	в	26	ADP	case	в	25	20
26	виде	22	NOUN	nmod	вид	25	20
27	общепризнанных	31	ADJ	amod	общепризнанный	25	20
28	и	27	CONJ	cc	и	25	20
29	повсеместно	27	ADV	conj	повсеместно	25	20
30	соблюдаемых	31	VERB	acl	соблюдать	25	20
31	норм.	26	NOUN	nmod	норма	25	20
1	Такой	2	ADJ	amod	такой	26	20
2	порядок	4	NOUN	dobj	порядок	26	20
3	также	4	CONJ	cc:preconj	также	26	20
4	отражает	0	VERB	ROOT	отражать	26	20
5	классическую	7	ADJ	amod	классический	26	20
6	конструктивистскую	7	ADJ	amod	конструктивистский	26	20
7	мысль	13	NOUN	dobj	мысль	26	20
8	о	10	ADP	case	о	26	20
9	государственных	10	ADJ	amod	государственный	26	20
10	целях:	7	NOUN	nmod	цель	26	20
11	великим	12	ADJ	amod	великий	26	20
12	державам	13	NOUN	iobj	держава	26	20
13	нужно	4	VERB	xcomp	нужно	26	20
14	нечто	15	DET	det	нечто	26	20
15	большее,	13	ADJ	dobj	больший	26	20
16	чем	18	ADP	case	что	26	20
17	материальные	18	ADJ	amod	материальный	26	20
18	достижения.	15	NOUN	nmod	достижение	26	20
1	Им	2	PRON	iobj	они	27	20
2	необходимо	0	ADJ	ROOT	необходимо	27	20
3	признание,	2	VERB	parataxis	признание	27	20
4	престиж	3	NOUN	iobj	престиж	27	20
5	и	4	CONJ	cc	и	27	20
6	положение	4	NOUN	conj	положение	27	20
7	в	10	ADP	case	в	27	20
8	общей	10	ADJ	amod	общий	27	20
9	мировой	10	ADJ	amod	мировой	27	20
10	системе.	6	NOUN	nmod	система	27	20
1	Наделенный	5	VERB	acl	наделять	28	20
2	законным	3	ADJ	amod	законный	28	20
3	статусом	1	NOUN	iobj	статус	28	20
4	порядок	3	NOUN	nmod	порядок	28	20
5	может	0	VERB	ROOT	может	28	20
6	обеспечить	5	VERB	xcomp	обеспечивать	28	20
7	подходящие	8	VERB	acl	подходить	28	20
8	средства	6	NOUN	dobj	средство	28	20
9	для	10	ADP	case	для	28	20
10	достижения	8	NOUN	nmod	достижение	28	20
11	такого	15	ADJ	amod	такой	28	20
12	положения,	11	CONJ	cc	положение	28	20
13	подавая	11	ADJ	conj	подавать	28	20
14	четкие	15	ADJ	amod	четкий	28	20
15	сигналы	10	NOUN	nmod	сигнал	28	20
16	о	17	ADP	case	о	28	20
17	членстве	15	NOUN	nmod	членство	28	20
18	и	17	CONJ	cc	и	28	20
19	взаимном	20	ADJ	amod	взаимный	28	20
20	уважении.	17	PUNCT	conj	уважение	28	20
1	Нормы	4	NOUN	nsubj	норма	29	20
2	поведения	1	NOUN	nmod	поведение	29	20
3	отчасти	4	ADV	advmod	отчасти	29	20
4	получают	0	VERB	ROOT	получать	29	20
5	развитие	4	NOUN	dobj	развитие	29	20
6	за	7	ADP	case	за	29	20
7	счет	4	NOUN	nmod	счет	29	20
8	того,	7	DET	nmod	то	29	20
9	что	11	SCONJ	mark	что	29	20
10	государства	11	NOUN	nsubj	государство	29	20
11	желают	8	VERB	ccomp	желать	29	20
12	оставаться	11	VERB	xcomp	оставаться	29	20
13	«членами	12	NOUN	iobj	член	29	20
